Customer,ST,GENDER,Education,Customer Lifetime Value,Income,Monthly Premium Auto,Number of Open Complaints,Policy Type,Total Claim Amount,Vehicle Class
ME35315,Washington,M,College,7756.307652,0,74,0,Corporate Auto,532.8,Two-Door Car
BU61331,Arizona,M,College,5875.212734,46417,74,0,Corporate Auto,164.746184,Four-Door Car
XI68015,Washington,F,College,4946.960039,46239,67,3,Personal Auto,6.395416,Four-Door Car
HG51739,Oregon,F,College,2660.009874,0,73,0,Personal Auto,350.4,Four-Door Car
FI22970,Oregon,F,High School or Below,2372.289378,25550,61,0,Personal Auto,439.2,Four-Door Car
OF93412,Nevada,F,Bachelor,15613.95173,27514,197,0,Personal Auto,1367.199081,SUV
AH97088,Nevada,M,High School or Below,7803.503824,84417,98,0,Personal Auto,139.714897,Two-Door Car
BI81476,Oregon,F,High School or Below,10346.11154,55906,86,0,Personal Auto,58.469264,Four-Door Car
IA18854,California,M,High School or Below,4960.548942,21638,65,0,Personal Auto,468,Four-Door Car
OO62338,Oregon,M,Bachelor,7099.574987,16121,65,2,Corporate Auto,312,Four-Door Car
JH35547,Oregon,M,College,24442.29656,36261,68,0,Personal Auto,16.800832,Four-Door Car
DY34638,Oregon,F,High School or Below,13466.92071,11432,119,0,Personal Auto,571.2,SUV
MT16688,Arizona,F,Bachelor,2598.061204,62566,65,1,Corporate Auto,48.344273,Four-Door Car
NN51066,Oregon,F,High School or Below,2886.451602,10312,78,0,Personal Auto,486.278557,Four-Door Car
YF73402,Oregon,M,High School or Below,2566.398498,67778,64,1,Personal Auto,171.287759,Four-Door Car
ZR56751,Washington,F,Master,6252.3631,92895,77,0,Personal Auto,43.14147,Two-Door Car
GR32910,California,F,College,5174.689686,55290,65,0,Personal Auto,13.874775,Four-Door Car
MZ89625,California,F,Bachelor,9263.179837,23377,116,0,Personal Auto,556.8,Four-Door Car
IK51081,California,F,College,4834.710493,38713,66,4,Personal Auto,316.8,Four-Door Car
VI34110,Arizona,F,Bachelor,2361.742243,0,66,1,Personal Auto,145.896438,Four-Door Car
VH62312,Nevada,M,College,2674.730716,56342,69,0,Corporate Auto,331.2,Four-Door Car
YU39743,Oregon,M,College,16159.54237,29593,137,0,Personal Auto,657.6,Sports Car
RO57944,Nevada,F,High School or Below,26197.41498,18495,113,0,Personal Auto,542.4,SUV
VL32622,California,F,High School or Below,2664.242814,82887,66,1,Corporate Auto,420.374805,Four-Door Car
NV35796,Oregon,F,Master,15162.06565,71366,94,0,Personal Auto,265.216633,Four-Door Car
UU32345,California,M,College,22332.43946,49078,97,0,Corporate Auto,484.013411,Four-Door Car
YM94448,Arizona,F,College,4995.1712,10787,71,0,Personal Auto,697.798804,Two-Door Car
WX46704,California,F,High School or Below,16109.75353,0,73,0,Personal Auto,350.4,Four-Door Car
HY35960,Arizona,M,High School or Below,4957.404306,10194,65,0,Personal Auto,312,Two-Door Car
PB41497,Oregon,M,High School or Below,2866.779811,81763,72,1,Personal Auto,518.4,Two-Door Car
GP37412,Arizona,F,College,8719.896238,59763,73,0,Personal Auto,350.4,Two-Door Car
KU62853,California,F,College,22448.68617,0,78,0,Special Auto,561.6,Four-Door Car
EA87824,Arizona,F,College,6864.647514,96832,85,0,Personal Auto,408,Two-Door Car
DM42912,California,F,College,4980.18765,21135,130,0,Personal Auto,678.946216,SUV
HK50871,California,M,High School or Below,2312.328541,16143,62,1,Personal Auto,32.114117,Four-Door Car
ZX73673,Arizona,M,Bachelor,5555.830205,74015,72,0,Personal Auto,471.443077,Four-Door Car
EO95783,Arizona,M,High School or Below,26763.82631,84178,74,0,Personal Auto,12.588784,Two-Door Car
TR18791,Arizona,M,Bachelor,2471.441785,0,70,0,Personal Auto,504,Two-Door Car
DC83427,Oregon,F,High School or Below,17759.38575,0,63,0,Personal Auto,661.7151,Four-Door Car
OG31942,California,M,College,14628.49627,63936,189,0,Personal Auto,765.012123,Luxury Car
AK17025,Washington,M,Bachelor,5801.828142,0,83,0,Personal Auto,597.6,Four-Door Car
RT17851,Oregon,F,High School or Below,5209.945549,37940,129,0,Special Auto,512.542299,SUV
UF56271,Washington,F,High School or Below,2814.438036,30703,70,0,Personal Auto,336,Four-Door Car
BP25150,Arizona,F,College,5417.744055,54898,69,0,Corporate Auto,176.242159,Two-Door Car
XT34986,Oregon,M,Bachelor,16775.80883,89030,139,0,Personal Auto,49.566591,SUV
OI74902,California,F,College,7980.304624,15630,115,1,Personal Auto,656.775467,SUV
GV33313,Arizona,F,Bachelor,5107.163002,35625,65,1,Personal Auto,288.572108,Four-Door Car
WA54110,Nevada,M,High School or Below,2690.781969,48329,67,0,Corporate Auto,470.386291,Four-Door Car
IS94199,California,F,High School or Below,4254.620669,11904,61,2,Personal Auto,292.8,Two-Door Car
XE22944,Arizona,F,Bachelor,4643.413135,12261,125,0,Personal Auto,600,SUV
CK24264,Arizona,M,High School or Below,6217.258012,0,86,0,Personal Auto,39.730199,Four-Door Car
BF54215,California,F,Master,11373.98852,87810,94,3,Personal Auto,225.641724,Four-Door Car
HW85007,Oregon,M,Bachelor,10861.71019,64744,139,0,Personal Auto,41.308429,SUV
PA56702,Arizona,M,Doctor,8569.36439,0,117,0,Personal Auto,957.134978,SUV
VD87432,Washington,M,Bachelor,16069.95283,60735,135,0,Personal Auto,571.695889,SUV
GG57214,Washington,F,Bachelor,2410.355726,0,67,0,Personal Auto,482.4,Two-Door Car
EK10022,California,M,Bachelor,14057.42125,36261,118,0,Corporate Auto,1197.713861,SUV
IV97881,Nevada,M,High School or Below,4872.577302,0,135,0,Personal Auto,648,Sports Car
GS85403,Washington,F,Master,9031.214859,0,122,0,Corporate Auto,650.52179,Sports Car
UO48558,California,M,High School or Below,2993.117683,23277,77,2,Corporate Auto,369.6,Four-Door Car
SX18141,Arizona,F,High School or Below,5846.520588,50320,73,0,Personal Auto,297.738909,Four-Door Car
KK26955,Washington,F,High School or Below,2589.43003,49675,65,0,Personal Auto,312,Two-Door Car
PV12088,Arizona,M,High School or Below,6558.880167,19508,61,0,Personal Auto,292.8,Two-Door Car
TV97612,Oregon,M,Bachelor,8105.996039,20815,110,0,Personal Auto,528,SUV
VA95387,Nevada,M,High School or Below,7232.609391,46621,61,0,Corporate Auto,30.448249,Four-Door Car
XF93358,Arizona,F,High School or Below,13599.92487,22775,184,0,Personal Auto,883.2,Luxury Car
WP64059,California,F,Bachelor,5093.379714,91814,63,0,Personal Auto,167.037619,Two-Door Car
YY63521,Arizona,M,College,6047.02516,20396,76,1,Personal Auto,364.8,Four-Door Car
FH69597,California,F,High School or Below,7172.070153,73836,182,3,Personal Auto,553.385695,Luxury Car
UT76436,Nevada,F,Bachelor,3438.949322,55910,86,0,Personal Auto,324.348688,Four-Door Car
VA94160,California,F,High School or Below,5418.463878,43054,68,0,Personal Auto,326.4,Four-Door Car
NJ55678,Arizona,F,Bachelor,7824.492263,64543,65,0,Personal Auto,200.177163,Four-Door Car
OJ60800,Oregon,M,Bachelor,7930.602564,75988,67,0,Personal Auto,200.54531,Four-Door Car
PG20605,Arizona,M,College,9321.284825,0,64,0,Personal Auto,572.522796,Four-Door Car
UT88283,Arizona,F,College,2775.080095,29051,73,0,Personal Auto,153.200014,Two-Door Car
AF48816,Arizona,F,Bachelor,5792.666316,87382,72,0,Personal Auto,345.6,Four-Door Car
SY93381,California,F,College,3596.83011,30694,91,1,Personal Auto,436.8,Four-Door Car
ZI63885,Washington,M,High School or Below,14713.52329,0,85,0,Personal Auto,877.034575,Four-Door Car
SD41771,California,M,High School or Below,44520.13577,49259,144,0,Personal Auto,820.431905,Sports Car
IG80910,Oregon,F,High School or Below,3071.784639,47528,77,1,Personal Auto,277.582137,Four-Door Car
RA62452,Nevada,M,Bachelor,8471.292552,70624,106,0,Corporate Auto,49.234943,SUV
NI88122,California,F,College,7205.019561,0,64,0,Corporate Auto,505.975326,Four-Door Car
LG90006,Oregon,F,Doctor,11154.67599,31409,93,0,Personal Auto,381.960657,Four-Door Car
XZ83249,Nevada,F,High School or Below,10168.27175,35504,128,0,Personal Auto,404.303518,SUV
EP26605,Washington,F,Bachelor,5688.20499,44833,72,0,Personal Auto,345.6,Two-Door Car
LW29130,Washington,F,High School or Below,5272.932008,24423,67,0,Corporate Auto,321.6,Two-Door Car
UD61088,California,M,Bachelor,13799.05459,0,127,0,Personal Auto,609.6,SUV
UY81122,Oregon,F,College,4167.994667,0,69,3,Personal Auto,433.959806,Four-Door Car
ED87136,Arizona,M,High School or Below,4242.69282,0,61,0,Personal Auto,439.2,Four-Door Car
PK58026,Nevada,F,Bachelor,5736.45893,96917,71,0,Personal Auto,373.047039,Two-Door Car
OD79784,Arizona,M,Bachelor,2679.686625,84450,68,0,Corporate Auto,291.257059,Four-Door Car
OO79691,Arizona,F,College,11828.61437,0,111,0,Personal Auto,1018.808223,SUV
PE72393,Arizona,F,High School or Below,11905.06754,0,115,0,Corporate Auto,840.179082,Four-Door Car
QG39997,Arizona,F,College,4212.8026,10097,110,0,Personal Auto,218.635593,Four-Door Car
ET45138,California,F,College,5553.18672,33255,138,0,Personal Auto,662.4,Sports Car
WP46383,Oregon,F,Bachelor,26538.57925,94132,73,0,Personal Auto,350.4,Four-Door Car
FJ12205,Oregon,M,Master,6511.467626,42602,85,3,Personal Auto,63.161647,Two-Door Car
KE42114,Nevada,M,Doctor,4730.355248,17250,62,0,Personal Auto,175.528642,Four-Door Car
CO15448,California,M,College,2908.020838,74212,73,0,Personal Auto,188.878749,Four-Door Car
SU31072,Washington,M,Bachelor,4821.156466,85756,61,0,Personal Auto,117.036869,Four-Door Car
LC87490,Arizona,F,Bachelor,2248.449633,24910,63,1,Personal Auto,347.857619,Four-Door Car
OT36536,Oregon,M,Bachelor,5232.454958,41596,66,0,Personal Auto,316.8,Four-Door Car
DE59454,Nevada,M,Bachelor,2557.585549,72202,63,0,Corporate Auto,453.6,Two-Door Car
VS63956,California,M,Bachelor,5871.175279,33967,76,0,Personal Auto,364.8,Four-Door Car
TR39403,California,F,Master,3681.978995,77951,93,3,Corporate Auto,19.668633,Two-Door Car
AB62982,Oregon,F,Doctor,5918.066128,77521,73,0,Personal Auto,350.4,Two-Door Car
QP76867,Oregon,M,College,16152.90489,0,109,0,Personal Auto,852.460341,Sports Car
MO41014,Arizona,M,Bachelor,4984.618655,86305,62,0,Corporate Auto,80.73124,Four-Door Car
EK56325,Arizona,M,High School or Below,6637.228238,0,92,2,Personal Auto,662.4,Four-Door Car
LB59405,California,F,High School or Below,5979.724161,57693,76,0,Personal Auto,547.2,Four-Door Car
JI37927,Oregon,F,College,7736.457821,0,112,3,Corporate Auto,78.975117,SUV
OJ43280,California,M,Bachelor,5644.474853,33137,74,0,Personal Auto,472.500375,Two-Door Car
YW43854,Washington,M,High School or Below,6944.739992,0,68,0,Personal Auto,489.6,Four-Door Car
AL43475,California,F,College,7373.225991,44938,183,0,Personal Auto,2069.309854,Luxury Car
XY80192,Oregon,M,High School or Below,13979.09014,33617,117,0,Personal Auto,761.722334,Four-Door Car
PI71828,Arizona,M,College,2395.968567,38460,61,0,Personal Auto,191.365686,Four-Door Car
RQ94849,California,M,College,2387.858281,0,67,0,Personal Auto,482.4,Four-Door Car
JX93039,Washington,F,College,4883.335068,40171,123,0,Personal Auto,576.880144,SUV
KF44948,Washington,F,High School or Below,20496.69426,0,64,0,Personal Auto,307.2,Four-Door Car
OK14812,Nevada,M,Doctor,2491.317024,36631,62,0,Personal Auto,67.530904,Four-Door Car
UV49359,Nevada,F,Bachelor,7372.230729,74335,187,0,Corporate Auto,896.436023,Luxury Car
IZ88103,California,F,Bachelor,12625.27947,79421,104,0,Personal Auto,115.126739,Four-Door Car
QC27179,Oregon,M,Bachelor,5261.419836,38466,68,0,Personal Auto,204.685796,Two-Door Car
VC47959,Arizona,F,College,4895.811925,54495,61,0,Personal Auto,182.350945,Four-Door Car
BN45584,Oregon,F,College,4034.926461,0,112,0,Special Auto,806.4,Sports Car
YP53257,Oregon,F,Bachelor,10179.71704,14290,271,0,Personal Auto,1300.8,Luxury SUV
VP84987,California,M,College,17497.52201,0,73,0,Personal Auto,350.4,Two-Door Car
LK57934,Nevada,M,Bachelor,10569.62547,45776,89,0,Personal Auto,95.95081,Four-Door Car
AV49798,Arizona,M,College,7842.865664,94263,98,0,Personal Auto,112.420211,Four-Door Car
RD73104,Washington,F,High School or Below,7942.448548,12181,108,0,Personal Auto,591.511506,Four-Door Car
IZ17303,California,M,Bachelor,17002.02246,97268,85,0,Personal Auto,35.278648,Four-Door Car
PK79296,California,F,College,2602.212965,28995,67,0,Personal Auto,321.6,Four-Door Car
VA82895,Oregon,F,High School or Below,4112.841668,25030,113,4,Personal Auto,542.4,Sports Car
WC66749,Oregon,F,College,5213.068893,12613,70,0,Personal Auto,336,Four-Door Car
JO68735,California,F,Bachelor,2292.791874,0,64,0,Personal Auto,460.8,Two-Door Car
JA55700,California,M,High School or Below,3933.813993,25927,103,0,Personal Auto,674.973614,SUV
IX97339,Arizona,F,College,9234.277026,0,134,0,Corporate Auto,643.2,SUV
DH93540,Oregon,M,College,4650.063763,28215,65,0,Personal Auto,468,Two-Door Car
KV56995,Nevada,M,Bachelor,3954.344534,18375,103,0,Personal Auto,535.080276,Sports Car
PA15141,California,F,High School or Below,6953.952351,43221,87,0,Special Auto,398.735257,Four-Door Car
FC48492,California,M,Bachelor,2876.775085,0,84,0,Personal Auto,849.011958,Four-Door Car
ZJ29643,Washington,F,Doctor,6265.343299,0,84,1,Personal Auto,481.025786,Four-Door Car
EC22495,Oregon,M,High School or Below,3145.456489,52082,79,0,Personal Auto,379.2,Four-Door Car
RO87000,California,M,High School or Below,2688.878609,50719,68,0,Personal Auto,394.248334,Four-Door Car
YU35148,Washington,F,Bachelor,4749.127521,0,123,0,Personal Auto,590.4,SUV
BW51534,California,F,High School or Below,8364.502793,0,110,0,Corporate Auto,528,SUV
ER50891,California,M,High School or Below,3450.328786,39248,87,0,Personal Auto,386.765125,Four-Door Car
LM63497,Oregon,F,College,2935.838245,0,82,0,Personal Auto,590.4,Four-Door Car
DE71115,Washington,M,High School or Below,2772.502139,68463,70,1,Personal Auto,336,Four-Door Car
AX71238,California,M,High School or Below,3963.40327,38096,99,0,Personal Auto,475.2,Two-Door Car
IZ50034,Washington,M,College,8062.546117,42124,101,0,Personal Auto,484.8,SUV
AR75105,California,F,College,7805.31287,21073,106,1,Personal Auto,508.8,SUV
LX77880,Oregon,F,Bachelor,4855.773614,24149,61,0,Personal Auto,292.8,Four-Door Car
PQ72803,Washington,F,High School or Below,2886.451602,10312,78,0,Personal Auto,486.278557,Four-Door Car
PV99529,Arizona,M,Bachelor,2724.430809,0,77,0,Personal Auto,404.82483,Two-Door Car
UW10841,California,M,Bachelor,9976.24549,74115,63,0,Personal Auto,275.349481,Four-Door Car
UO93347,California,M,High School or Below,3755.260251,34624,95,0,Personal Auto,270.370335,Four-Door Car
WK46492,Arizona,F,Bachelor,9642.214529,36108,128,2,Personal Auto,614.4,SUV
DO70918,Nevada,F,High School or Below,4573.998134,0,127,0,Special Auto,914.4,Sports Car
KG71396,Nevada,M,High School or Below,4017.055485,0,118,0,Corporate Auto,959.849922,Two-Door Car
MI16758,Nevada,F,High School or Below,12052.88693,43184,102,0,Personal Auto,376.836888,SUV
AT98182,California,F,Doctor,2525.419695,0,67,0,Corporate Auto,146.301396,Four-Door Car
GP67583,Arizona,M,College,8207.777598,35349,102,0,Personal Auto,489.6,Four-Door Car
DY73849,California,F,Bachelor,4569.8758,0,124,0,Personal Auto,250.723005,SUV
UR42360,California,M,Bachelor,16979.79757,35095,73,0,Personal Auto,525.6,Two-Door Car
IK74329,Arizona,F,High School or Below,18061.91837,13164,70,0,Personal Auto,75.393383,Two-Door Car
WJ20394,Nevada,M,High School or Below,5191.047011,0,141,0,Corporate Auto,676.8,SUV
PF26758,Oregon,F,College,6271.315156,94880,79,3,Special Auto,347.595108,Four-Door Car
DK81475,Nevada,M,College,4619.449922,95301,114,0,Personal Auto,547.2,SUV
DK93464,Nevada,F,Bachelor,8571.480718,56202,107,0,Personal Auto,513.511091,Two-Door Car
XS76166,Oregon,F,College,3245.479985,35592,82,0,Personal Auto,496.805418,Two-Door Car
TZ76531,California,M,High School or Below,12489.21197,0,113,0,Personal Auto,542.4,Four-Door Car
RC22595,Arizona,F,College,3799.746262,0,102,0,Personal Auto,489.6,Four-Door Car
IA90990,California,F,High School or Below,10004.74874,0,89,0,Corporate Auto,640.8,Two-Door Car
QQ69088,Washington,M,Doctor,5577.669457,11097,73,0,Corporate Auto,350.4,Two-Door Car
ED59130,Arizona,M,Bachelor,16705.10312,74900,208,0,Personal Auto,998.4,Luxury SUV
SC90717,California,M,Doctor,31864.8589,23576,89,0,Personal Auto,383.508096,Four-Door Car
PP36346,Nevada,F,High School or Below,3708.811428,23393,95,0,Corporate Auto,456,Four-Door Car
JU75786,Oregon,F,Master,7203.133626,0,95,0,Personal Auto,149.843223,Two-Door Car
TU68427,Arizona,F,High School or Below,2649.658715,0,73,0,Personal Auto,350.4,Two-Door Car
YD28431,California,F,Master,6991.614179,66346,87,1,Personal Auto,78.179743,Four-Door Car
MY56715,Oregon,M,Bachelor,3380.712383,58109,86,0,Corporate Auto,412.8,Two-Door Car
NF60680,Arizona,F,High School or Below,20096.89337,92766,71,0,Personal Auto,379.029102,Two-Door Car
BD70337,California,M,High School or Below,24706.92011,26307,73,0,Personal Auto,313.192439,Four-Door Car
DM77491,Oregon,M,Bachelor,7416.466665,0,69,0,Personal Auto,238.057939,Four-Door Car
EV57176,California,F,High School or Below,5605.380417,21171,72,0,Corporate Auto,345.6,Four-Door Car
CQ76876,California,F,College,13749.37083,82753,114,0,Personal Auto,264.666921,Four-Door Car
QI89498,Oregon,F,College,2203.588481,0,64,0,Personal Auto,757.206098,Four-Door Car
BH43020,California,M,Bachelor,3369.71211,39754,85,0,Personal Auto,62.282034,Four-Door Car
EC66666,Arizona,F,College,7296.493236,0,67,0,Personal Auto,321.6,Two-Door Car
EO74797,Arizona,F,Bachelor,7840.646748,0,76,1,Personal Auto,364.8,Four-Door Car
IA30254,Nevada,M,High School or Below,14837.50253,0,70,0,Corporate Auto,712.619939,Four-Door Car
KC79907,Arizona,F,College,7441.004843,91915,186,0,Personal Auto,93.56694,Luxury Car
XW34862,Nevada,F,Master,11981.98481,21514,62,0,Special Auto,257.248789,Two-Door Car
RI76930,California,F,College,4163.04081,43276,104,0,Personal Auto,499.2,SUV
XZ40716,California,F,High School or Below,8054.982035,75531,102,0,Personal Auto,489.6,Four-Door Car
ZC75052,California,M,Bachelor,22658.53652,23665,67,0,Personal Auto,404.817249,Four-Door Car
DH51686,Arizona,F,Bachelor,4048.722426,0,118,0,Personal Auto,566.4,Four-Door Car
HJ89045,California,F,Bachelor,10288.92495,96337,127,0,Personal Auto,609.6,SUV
DJ34695,California,M,High School or Below,21920.81339,60180,183,0,Corporate Auto,988.533256,Luxury Car
KR89806,Oregon,F,High School or Below,16468.22079,0,63,0,Personal Auto,685.12694,Four-Door Car
OX62816,Washington,M,Master,5167.357134,30376,66,0,Personal Auto,316.8,Four-Door Car
WM36886,California,M,Master,5757.442258,88997,72,0,Corporate Auto,174.041566,Four-Door Car
BE92692,Oregon,M,Bachelor,2487.777024,69236,63,1,Personal Auto,110.868874,Four-Door Car
JV79596,Oregon,F,Bachelor,14594.45235,27627,63,0,Special Auto,453.6,Two-Door Car
KA49711,Nevada,M,Bachelor,5320.343098,77524,68,3,Corporate Auto,64.799325,Four-Door Car
YI68606,Oregon,F,High School or Below,2442.200921,75449,61,0,Corporate Auto,130.775164,Two-Door Car
AU11344,Oregon,F,Bachelor,5142.389806,35666,131,0,Personal Auto,312.110029,SUV
BG42047,Nevada,M,College,2511.944048,17658,65,0,Personal Auto,312,Four-Door Car
CF73234,Oregon,M,High School or Below,2629.315549,0,71,0,Corporate Auto,340.8,Four-Door Car
VE85103,Nevada,M,College,2449.128459,20567,72,4,Personal Auto,345.6,Four-Door Car
LN99977,California,F,College,4061.997378,30061,104,0,Special Auto,499.2,Sports Car
CR56473,Nevada,M,High School or Below,5252.511788,0,74,0,Corporate Auto,532.8,Four-Door Car
YP32443,Oregon,M,Bachelor,4372.194536,20354,116,0,Personal Auto,556.8,SUV
MQ46375,Oregon,M,Bachelor,15320.21872,36637,192,0,Corporate Auto,921.6,Luxury Car
VU30980,California,M,High School or Below,9657.579498,0,131,0,Personal Auto,628.8,SUV
JX50349,Oregon,F,College,2472.469209,63860,62,0,Personal Auto,208.598246,Four-Door Car
DH34004,California,M,College,6191.402312,0,199,3,Personal Auto,955.2,Luxury Car
DU66880,Arizona,M,High School or Below,13583.6249,58544,114,0,Personal Auto,769.788818,Four-Door Car
QH87479,Oregon,F,High School or Below,27528.31132,54586,76,0,Personal Auto,122.590766,Two-Door Car
MF87270,California,F,High School or Below,2952.581331,57248,74,0,Personal Auto,355.2,Four-Door Car
